lat,loc,lon
37.2683802,"Strafford, MO",-93.1171264
34.9676167,"Travelers Rest, SC",-82.4434548
28.669997,"Oviedo, FL",-81.20812029999998
35.2543951,"Fort Chafee, AR",-94.1309067
35.430671200000006,"Fletcher, NC",-82.5012316
43.2617503,"Somersworth, NH",-70.8653372
33.66761029999999,"Conyers, GA",-84.01769039999998
41.0602216,"Layton, UT",-111.9710529
37.1752607,"Hurricane, UT",-113.2899484
40.8893895,"Bountiful, UT",-111.880771
41.56120479999999,"Walden, NY",-74.18848059999998
47.2640071,"Cohasset, MN",-93.6221657
31.70877530000001,"Clio, AL",-85.61049720000003
34.1395597,"Studio City, CA",-118.3870991
35.612661,"Greenville, NC",-77.3663538
35.894581,"Trinity, NC",-79.9908729
28.2296219,"Grover, FL",-80.6996989
26.3683064,"Boca Raton, FL",-80.1289321
41.5786639,"Chardon, OH",-81.2133262
43.1919373,"Waunakee, WI",-89.45567489999998
36.06523,"Porterville, CA",-119.0167679
36.0228734,"Jenks, OK",-95.9683278
39.4523385,"Mays Landing, NJ",-74.72766259999999
30.51269899999999,"Ragley, LA",-93.2323813
40.6808726,"Berkeley Heights, NJ",-74.43105240000001
40.3284402,"Pennington, NJ",-74.790718
35.278417299999994,"Russellville, AR",-93.1337856
35.51031970000001,"Spencer, OK",-97.3678624
35.780987,"Wendell, NC",-78.3697213
39.0181651,"Potomac, MD",-77.20859140000002
29.5843948,"Selma, TX",-98.3058463
36.0754183,"Hillsborough, NC",-79.09973470000001
33.0369867,"Encinitas, CA",-117.2919818
35.7344538,"Hickory, NC",-81.3444573
33.376834,"Georgetown, SC",-79.2944964
32.4709761,"Phenix City, AL",-85.0007653
39.4014955,"Towson, MD",-76.6019125
39.1156615,"Leesburg, VA",-77.56360149999998
42.5250906,"Leominster, MA",-71.759794
28.8999815,"Hernando, FL",-82.37454009999998
39.6356048,"Liberty, IN",-84.931071
33.961124,"Desert Hot Springs, CA",-116.5016784
33.8958492,"Compton, CA",-118.2200712
29.604672,"Lakehills, TX",-98.9430859
37.5061069,"Midlothian, VA",-77.6490005
44.4530868,"Sidney, ME",-69.72262479999999
44.4259092,"Belfast, ME",-69.0064234
33.4678859,"Newport, TX",-98.0164284
34.8662005,"Jacksonville, AR",-92.1101458
37.9680999,"Steelville, MO",-91.35486800000001
34.806166,"Los Lunas, NM",-106.7333599
38.8791783,"Hays, KS",-99.3267702
47.03426289999999,"Lacey, WA",-122.8231915
39.8961821,"Northglenn, CO",-104.9811468
44.31123119999999,"Yachats, OR",-124.1048418
32.96465739999999,"Gila, NM",-108.5775687
28.3361142,"San Antonio, FL",-82.2745307
39.9969646,"Cinnaminson, NJ",-74.99276929999998
33.3023411,"Senoia, GA",-84.55381650000002
41.621718,"Holland, OH",-83.71160400000002
29.9012437,"Saint Augustine, FL",-81.31243409999998
38.6581722,"Woodbridge, VA",-77.24970490000003
29.2435916,"Holly Hill, FL",-81.03755550000002
28.3861159,"Cocoa, FL",-80.7419984
29.028318,"Deland, FL",-81.3031179
30.8471283,"Franklinton, LA",-90.153141
29.00756710000001,"Summerfield, FL",-82.0204688
40.4201165,"Skillman, NJ",-74.7146817
33.4920276,"Lincoln, NM",-105.3838716
37.9100783,"Walnut Creek, CA",-122.0651819
33.9204354,"Sumter, SC",-80.3414693
43.5946963,"Brandon, SD",-96.5719896
28.902479,"Crystal River, FL",-82.59260119999998
44.8613563,"River Falls, WI",-92.6238082
43.3097775,"Wilson, NY",-78.82614989999998
39.3826031,"New Market, MD",-77.26942780000002
46.0910771,"Randall, MN",-94.5036199
48.2931559,"Oak Harbor, WA",-122.6432244
34.114174299999995,"Yucca Valley, CA",-116.432235
43.2556568,"Warner, NH",-71.8334145
41.03605599999999,"Morgan, UT",-111.6768769
37.0208865,"Ozark, MO",-93.2060163
33.8595491,"Powder Springs, GA",-84.683824
34.257038,"Rome, GA",-85.16467259999997
32.3582334,"Oak Park, GA",-82.3145693
33.989818799999995,"Chino Hills, CA",-117.7325848
33.6417408,"Carrizo, NM",-105.877212
28.3644485,"Hudson, FL",-82.69343429999998
35.390272,"Edneyville, NC",-82.3400046
30.226594899999995,"Lake Charles, LA",-93.2173758
32.5598685,"Reynolds, GA",-84.09630039999998
42.2436085,"Dedham, MA",-71.1676536
32.216316,"Hilton Head Island, SC",-80.752608
35.1125344,"San Rafael, NM",-107.8826751
38.9126129,"Milford, DE",-75.4279748
41.5542603,"Bloomingburg, NY",-74.43960140000002
41.8462161,"Rumford, RI",-71.3557165
29.95771839999999,"Uhland, TX",-97.7861137
41.608384,"Holiday, OH",-84.5541171
44.2597027,"Fremont, WI",-88.86483439999998
35.3584743,"Troy, NC",-79.8944901
29.0963729,"Ponce Inlet, FL",-80.9369983
28.14612480000001,"Tarpon Springs, FL",-82.7567679
30.3118769,"Conroe, TX",-95.4560512
40.6110589,"Midvale, UT",-111.8999353
36.1018163,"Franklinton, NC",-78.4580543
33.21460689999999,"Harleyville, SC",-80.4478745
39.37221210000001,"Castle Rock, CO",-104.8560902
47.2150945,"Shelton, WA",-123.10070659999998
31.84687700000001,"Hinesville, GA",-81.5959453
41.36259370000001,"Chester, NY",-74.27126129999998
42.8014795,"West Newbury, MA",-70.989778
32.4618086,"Madison, MS",-90.1153638
33.7537774,"Hemingway, SC",-79.4475566
38.2322766,"Hillsboro, MO",-90.5629034
34.1167305,"Magdalena, NM",-107.2439251
34.5203411,"Mountainair, NM",-106.241127
32.2217429,"Sahaurita, AZ",-110.926479
41.2445293,"Gouldsboro, PA",-75.4560183
47.5301011,"Issaquah, WA",-122.0326191
28.2336196,"Zephyrhills, FL",-82.18119469999998
45.5059203,"Gresham, OR",-122.4486119
29.5844524,"Palm Coast, FL",-81.20786989999998
27.9462615,"Valrico, FL",-82.2420317
38.5830443,"Bealeton, VA",-77.76777299999998
41.4958665,"Frankfort, IL",-87.84866129999996
42.4733688,"Southfield, MI",-83.2218731
42.6907443,"Waterford, MI",-83.4066132
43.0124984,"Macfarland, WI",-89.2898397
34.3372664,"Ball Ground, GA",-84.3779515
29.04052410000001,"Poteet, TX",-98.5680739
39.66203970000001,"Newcastle, DE",-75.5668166
41.11370369999999,"Hardyston Township, NJ",-74.5540506
43.524474700000006,"Shepherd, MI",-84.6947325
34.75137120000001,"Antelope Valley, CA",-118.2522977
42.9764027,"New Berlin, WI",-88.10842240000002
35.4336825,"Centerview, OK",-96.6652947
43.9441328,"Sparta, WI",-90.8129118
45.1732394,"Coon Rapids, MN",-93.30300629999999
35.73285410000001,"Loudon, TN",-84.33381120000001
37.3021632,"Merced, CA",-120.48296770000002
48.0400945,"Langley, WA",-122.406257
47.1553769,"Parkland, WA",-122.4340114
48.118146,"Port Angeles, WA",-123.4307413
37.01352079999999,"Davenport, CA",-122.1966597
29.4607876,"Dickinson, TX",-95.0513172
34.1705609,"Thousand Oaks, CA",-118.8375937
39.2401735,"Halethorpe, MD",-76.6806441
40.767323,"East Orange, NJ",-74.20486770000002
42.1080979,"Decatur, MI",-85.97445689999998
39.4195499,"Owings Mills, MD",-76.7802528
32.6858853,"Coronado, CA",-117.1830891
35.50051389999999,"Shafter, CA",-119.2717761
38.2546373,"Galt, CA",-121.2999485
26.8339094,"Placida, FL",-82.26240370000002
26.8233946,"Pbg, FL",-80.13865469999998
34.9704419,"Hope Mills, NC",-78.9453056
28.677775,"Casselberry, FL",-81.3278455
38.5890723,"Rancho Cordova, CA",-121.302728
42.0333607,"Schaumburg, IL",-88.0834059
36.9741171,"Santa Cruz, CA",-122.0307963
37.2871651,"Campbell, CA",-121.9499568
28.1761233,"Satellite Beach, FL",-80.59005189999998
35.5843235,"Fuquay, NC",-78.80001279999998
30.2400058,"Ponte Vedra Beach, FL",-81.3852595
28.0894599,"Indialantic, FL",-80.5656079
40.00482,"Hallam, PA",-76.60413220000002
29.0258191,"New Smyrna Beach, FL",-80.9269984
44.2726203,"Redmond, OR",-121.1739212
46.4165889,"Victor, MT",-114.1501005
40.7617653,"Deer Park, NY",-73.32928570000001
38.1074198,"Novato, CA",-122.5697032
40.071222,"Burlington, NJ",-74.86488729999998
32.3476438,"Cleburne, TX",-97.3866837
39.0650304,"Turner, KS",-94.70189
36.0153693,"Dandridge, TN",-83.4148895
42.07724289999999,"Uxbridge, MA",-71.6302532
28.4831682,"Spring Hill, FL",-82.5369872
33.6188829,"Newport Beach, CA",-117.9298493
33.915868700000004,"New River, AZ",-112.1359906
30.4115881,"Miss Point, MS",-88.53446009999998
38.4565052,"Delmar, DE",-75.57714709999998
34.4434282,"Hartselle, AL",-86.93528420000001
41.640396,"North Dartmouth, MA",-70.96945550000002
34.0686206,"El Monte, CA",-118.0275667
29.6932641,"Patterson, LA",-91.3020502
42.6727927,"Elkhorn, WI",-88.5445447
37.6484693,"White Stone, VA",-76.38911309999997
42.3459271,"Marlborough, MA",-71.55228740000003
41.606765,"Jewett City, CT",-71.980908
34.0514898,"Suwanee, GA",-84.0712997
36.18929779999999,"Millers Creek, NC",-81.23758889999998
41.8803304,"Multiple, IL",-87.64034570000004
36.50502669999999,"Texhoma, TX",-101.7829416
21.4359641,"Waianae, HI",-158.18487549999998
35.6145169,"Jackson, TN",-88.81394689999998
42.4850362,"Center Line, MI",-83.0277002
37.507008000000006,"Buckingham, VA",-78.5660852
33.0195772,"Bivins, TX",-94.1990757
32.7504441,"Sylvania, GA",-81.636776
39.7826095,"New London, PA",-75.8754973
47.4514588,"Belfair, WA",-122.826946
34.1975048,"Oxnard, CA",-119.17705159999998
42.1953883,"Exit 8 mass pike, MA",-72.9324075
39.1637984,"Carson City, NV",-119.7674034
27.5214269,"Palmetto, FL",-82.57231929999998
33.8543346,"Anthem, AZ",-112.1251372
29.1383165,"Port Orange, FL",-80.9956105
40.42331420000001,"Greeley, CO",-104.7091322
44.26005929999999,"Montpelier, VT",-72.57538690000001
41.55815250000001,"Waterbury, CT",-73.0514965
42.1600936,"Ludlow, MA",-72.47591899999998
45.4646985,"Aberdeen, SD",-98.4864829
41.7469749,"Woodridge, IL",-88.0503406
35.7100683,"Christiana, TN",-86.39943699999998
64.03777779999999,"Delta Junction, AK",-145.7322221
41.1539465,"Girard, OH",-80.7014662
31.3857239,"New Brockton, AL",-85.92938609999999
32.912624,"Garland, TX",-96.6388833
47.3328773,"Deer River, MN",-93.793048
42.6057451,"Eden, ID",-114.2108634
39.7687139,"Shrewsbury, PA",-76.679693
39.1137602,"Fort Meade, MD",-76.7267773
37.485215200000006,"Redwood City, CA",-122.2363548
40.0812601,"Cheltenham, PA",-75.13702540000001
31.7721106,"Harrisonburg, LA",-91.8215177
40.666149,"East Peoria, IL",-89.5800978
39.843947,"Huber Heights, OH",-84.12466080000002
38.6122751,"Town and Country, MO",-90.4634532
32.948333500000004,"Richardson, TX",-96.7298519
36.364792,"Berryville, AR",-93.5679667
39.0277832,"Mission, KS",-94.6557914
39.71367539999999,"Lancaster, OH",-82.59932940000002
47.4941836,"Great Falls, MT",-111.2833449
33.7360619,"San Pedro, CA",-118.2922461
20.8783333,"Kahana, HI",-156.6825
21.414311,"Waipio, HI",-157.9955852
34.4480495,"Ojai, CA",-119.242889
35.2327544,"Rio Rancho, NM",-106.6630437
35.137265,"Hixson, TN",-85.23682190000002
37.5050118,"La Veta, CO",-105.0077747
36.3684245,"Skiatook, OK",-96.0013847
41.5173203,"Middlefield, CT",-72.71204019999998
39.3222209,"Winchester, KS",-95.2669155
30.1588129,"Panama City, FL",-85.6602058
39.237325,"Stephenson, VA",-78.10638890000001
31.459017,"Ozark, AL",-85.640289
37.458993,"North Chesterfield, VA",-77.468513
37.182713,"Dabney, KY",-84.549454
44.4669941,"South Burlington, VT",-73.1709604
40.336419,"Monroe Twp, NJ",-74.43304739999998
40.3083174,"Berthoud, CO",-105.08109240000002
47.6743428,"Liberty Lake, WA",-117.1124241
32.832811199999995,"La Jolla, CA",-117.2712717
41.9778795,"Cedar Rapids, IA",-91.6656232
44.377972,"Hale, MI",-83.8047965
30.0820653,"St. Johns, FL",-81.54712009999999
39.9403453,"Zanesvill, OH",-82.01319240000002
39.6417629,"Hagerstown, MD",-77.71999319999998
47.7462223,"Stevens Pass, WA",-121.0859328
39.9062557,"West Collingswood, NJ",-75.094695
38.939926,"South Lake Tahoe, CA",-119.9771868
31.8542511,"Green Valley, AZ",-110.9937019
44.8546856,"Eden Prarie, MN",-93.470786
39.38694419999999,"Smithville, MO",-94.5810659
41.5047095,"Casey, IA",-94.5183037
46.58837070000001,"Helena, MT",-112.0245054
30.635466,"Independence, LA",-90.5009245
33.665508100000004,"Trabuco Canyon, CA",-117.5869862
45.5915958,"Gallatin Gateway, MT",-111.1977304
43.431646,"Hot Springs, SD",-103.4743625
38.74220620000001,"Delta, CO",-108.0689582
42.6000863,"Erving, MA",-72.3981416
35.87785479999999,"Farragut, TN",-84.17113450000002
36.72777689999999,"Kayenta, AZ",-110.2545767
20.8783333,"Lahaina, HI",-156.6825
35.90001210000001,"Navajo, NM",-109.0339832
38.8816208,"Arlington, VA",-77.09098089999998
29.5635666,"Pearland, TX",-95.2860474
36.12063060000001,"Lancing, TN",-84.65383080000002
44.8370741,"Newport, ME",-69.28528589999999
39.1200471,"Jerseyville, IL",-90.3284479
38.3475584,"St. Clair, MO",-90.9834027
41.5950989,"Cromwell, CT",-72.6453705
20.963681,"Napili, HI",-156.68089880000005
41.53564919999999,"Fishkill, NY",-73.89902520000003
33.5726113,"Riverdale, GA",-84.4132594
42.09868669999999,"Binghamton, NY",-75.91797380000001
35.95569229999999,"High Point, NC",-80.0053176
29.4279955,"Nairn, LA",-89.6108947
40.2010288,"Holland, PA",-74.97223220000002
42.2330782,"Union, IL",-88.5423132
41.6285902,"Osterville, MA",-70.3870055
26.1669711,"Sunrise, FL",-80.25659499999998
41.3253756,"Niantic, CT",-72.1931338
37.1685907,"Ivins, UT",-113.6794057
41.0302008,"Haskell, NJ",-74.29625519999998
42.96202529999999,"Westmoreland, NH",-72.44231020000002
45.5919097,"Sauk Rapids, MN",-94.16610109999999
43.8570065,"Freeport, ME",-70.10312009999998
34.0778881,"Arcade, GA",-83.5615536
44.5394039,"Redwood Falls, MN",-95.1169424
39.1659403,"Brinklow, MD",-77.01553299999998
44.3947873,"Winter Harbor, ME",-68.0830278
39.1370528,"Severn, MD",-76.6983022
40.41482999999999,"Matawan, NJ",-74.2295891
39.629526,"Morgantown, WV",-79.95589679999998
37.92548060000001,"Corte Madera, CA",-122.5274755
41.35502899999999,"Boone Grove, IN",-87.13284349999998
47.908402,"North Snohomish, WA",-122.075038
43.67953139999999,"Gorham, ME",-70.44422519999998
36.3548586,"Reidsville, NC",-79.6644747
37.9373548,"Raphine, VA",-79.2328102
37.3568157,"Chester, VA",-77.4416505
37.7590318,"Ashland, VA",-77.47998369999998
36.5817089,"Portland, TN",-86.5163833
42.979006700000006,"Amherst, NY",-78.792272
40.2203907,"Asbury Park, NJ",-74.01208170000002
33.1192068,"Escondido, CA",-117.086421
36.9033581,"Raton, NM",-104.4391532
47.8106521,"Edmonds, WA",-122.3773551
31.1975317,"Camp Shelby, MS",-89.205637
37.8403456,"Radcliff, KY",-85.9491298
30.7999563,"Kingsland, GA",-81.68982609999998
29.9057817,"Fayetteville, TX",-96.6727528
43.0747937,"Belmont, MI",-85.6123238
39.2864787,"Bridgeport, WV",-80.25619809999998
38.1749178,"American Canyon, CA",-122.2608044
39.27976990000001,"Carlinville, IL",-89.8817662
41.632223,"Plainfield, IL",-88.2120315
45.446787,"Happy Valley, OR",-122.5303688
59.77666670000001,"Anchor Point, AK",-151.8313889
37.114837400000006,"Tazewell, VA",-81.5195548
42.59593290000001,"Athol, MA",-72.2267383
37.9786618,"Ste. Genevieve, MO",-90.04755820000004
44.5884052,"Fairfield, ME",-69.59864689999999
33.9519347,"Athens, GA",-83.357567
38.5833842,"Centerville, IL",-90.125109
35.5848596,"Mooresville, NC",-80.81007240000002
40.7250986,"Bay Shore, NY",-73.2453946
47.7583576,"Kenmore, WA",-122.2496863
40.6084305,"Allentown, PA",-75.4901833
40.9567558,"Raymond, NE",-96.7825499
39.4060536,"Bailey, CO",-105.4786412
43.0853387,"Bergen, NY",-77.9422336
41.4459271,"Middletown, NY",-74.42293409999998
41.48592100000001,"Naugatuck, CT",-73.0506972
45.5384529,"Fairview, OR",-122.4339804
33.4473361,"McDonough, GA",-84.1468616
33.9732275,"Shallotte, NC",-78.38583709999997
44.4908172,"Spearfish, SD",-103.8593697
40.7878788,"West New York, NJ",-74.0143064
38.8813958,"Olathe, KS",-94.8191285
33.4712253,"Tyrone, GA",-84.59715240000001
38.8611619,"Bedford, IN",-86.48721490000001
27.8005828,"Corpus Christi, TX",-97.396381
32.6130007,"Warner Robins, GA",-83.624201
47.5389889,"Newcastle, WA",-122.1556769
36.0690258,"Graham, NC",-79.4005756
36.63002720000001,"Balko, OK",-100.6848736
35.82432079999999,"Zebulon, NC",-78.3147199
39.372243,"Monrovia, MD",-77.27098649999998
40.3042773,"Tinton Falls, NJ",-74.1004185
43.2867356,"Central Square, NY",-76.14603570000001
35.053709399999995,"Poteau, OK",-94.6235579
29.568841100000004,"Seguin, TX",-97.9647269
41.34059,"Beecher, IL",-87.6214286
37.1330355,"Santa Clara, UT",-113.65412659999998
37.5455735,"Derby, KS",-97.26893309999998
40.3099159,"Cecil, PA",-80.19866490000003
28.7499876,"Floral City, FL",-82.29675809999998
39.60455,"Jarrettsville, MD",-76.47774220000002
34.2978794,"Gainesville, GA",-83.8240663
43.5901974,"Scarborough, ME",-70.33449209999999
46.8083268,"Bismarck, ND",-100.7837392
24.7209744,"Key Colony Beach, FL",-81.0186827
33.3578937,"Fountain Hill, AR",-91.8504084
30.374367,"Miramar Beach, FL",-86.3585578
34.18083920000001,"Burbank, CA",-118.30896609999998
39.78172130000001,"Springfield, IL",-89.6501481
35.2872952,"Charleston, TN",-84.7582743
42.888627,"Franklin, WI",-88.03841949999996
37.2637421,"Pamplin, VA",-78.68100150000002
45.3573429,"Oregon City, OR",-122.6067584
26.531786600000004,"Boynton Beach, FL",-80.0905465
45.1607987,"Blaine, MN",-93.2349489
44.2056098,"Ferrisburgh, VT",-73.2462341
33.3806716,"Newnan, GA",-84.79965729999998
40.1539613,"Smithton, PA",-79.74115350000002
41.8449909,"Obernburg, NY",-75.00739949999998
40.3972892,"Stone Creek, OH",-81.56206429999997
37.0298687,"Hampton, VA",-76.34522179999998
43.0881256,"Kittery area, ME",-70.73613700000001
40.2778478,"Mc Murray, PA",-80.0839431
33.8674044,"Buena Park, CA",-117.9981387
39.3292396,"Athens, OH",-82.1012554
46.26318970000001,"Benton City, WA",-119.487802
47.32083400000001,"Jordan, MT",-106.9100663
36.3487196,"Elizabethton, TN",-82.21068760000001
40.5849232,"Lower Burrell, PA",-79.7209802
33.7475203,"Hemet, CA",-116.9719684
39.63306729999999,"Avon, CO",-106.5222196
44.156192,"Stonington, ME",-68.66669259999999
32.317001,"Fripp Island, SC",-80.4966062
42.8142432,"Schenectady, NY",-73.93956870000002
43.7068281,"Middleton, ID",-116.6201357
37.6456329,"Danville, KY",-84.77217019999998
45.07246420000001,"Maple Grove, MN",-93.4557877
45.29428220000001,"Carlton, OR",-123.1764949
45.5342861,"Wood Village, OR",-122.4187024
41.44097379999999,"Green Garden Township, IL",-87.83532779999999
27.7458626,"Frostproof, FL",-81.5306313
39.3822537,"Egg Harbor Township, NJ",-74.6166192
42.61503889999999,"Shady Cove, OR",-122.8118529
44.7930232,"Mosinee, WI",-89.70317840000001
41.56084999999999,"Bettendorf, IA",-90.48344
53.20334939999999,"Prince Albert, SK",-105.7530705
41.7508391,"Naperville, IL",-88.15353520000002
43.9680364,"Berlin, WI",-88.94344759999998
35.91537,"Tahlequah, OK",-94.969956
40.0386821,"Old Washington, OH",-81.44456210000001
34.376492299999995,"Saltillo, MS",-88.68172009999998
33.8883487,"Gardena, CA",-118.3089624
41.1158476,"Central City, NE",-98.0017248
42.8102794,"Blanchardville, WI",-89.8620682
44.3580348,"Waupaca, WI",-89.0859464
36.1459649,"Wilkesboro, NC",-81.1606401
43.8949129,"Chester, SD",-96.9265605
40.1917102,"Selma, IN",-85.2688579
39.0398314,"Wheaton, MD",-77.05525550000002
41.345589200000006,"Ottawa, IL",-88.84257690000004
41.4039201,"Elwood, IL",-88.11172420000004
41.8460964,"Bagley, IA",-94.4299694
35.7564719,"Maryville, TN",-83.9704593
36.1986395,"Andersonville, TN",-84.03691529999998
42.6960659,"Chesterfield, MI",-82.79941939999998
42.1816918,"Highland Park, IL",-87.8003437
42.583645,"Bloomfield Hills, MI",-83.24548829999998
33.244281300000004,"Alabaster, AL",-86.8163773
39.449556,"Middletown, DE",-75.71632070000003
44.0855572,"Owatonna, MN",-93.2259349
41.6414924,"Jasper County, IA",-93.0175712
38.0040892,"Terra Linda, CA",-122.5497
35.7795897,"Raleigh, NC",-78.6381787
30.4115881,"Moss Point, MS",-88.53446009999998
44.9901194,"Keizer, OR",-123.0262077
44.9503569,"West Salem, OR",-123.070061
37.5803268,"Herod, IL",-88.4361547
26.2378597,"Pompano beach, FL",-80.1247667
40.2819266,"Gilcrest, CO",-104.77774709999998
35.2596833,"Lamont, CA",-118.9142666
42.7300783,"Watervliet, NY",-73.70122990000002
42.3680382,"Eldora, IA",-93.10575759999999
35.8728456,"Lake Tanis, TN",-85.0544017
32.7425516,"Lemon Grove, CA",-117.0314172
32.8370727,"Euless, TX",-97.08195409999999
40.17396,"Washington, PA",-80.24617140000002
48.1987118,"Arlington, WA",-122.1251418
44.8838514,"Lester Prairie, MN",-94.0416389
45.3516834,"Irma, WI",-89.6668883
35.35014260000001,"Albemarle, NC",-80.2000578
44.0060847,"Madison, SD",-97.1139496
37.9735346,"San Rafael, CA",-122.5310874
47.6768927,"Kirkland, WA",-122.2059833
41.5758707,"Portage, IN",-87.17614549999998
41.04422,"Findlay, OH",-83.6499321
36.99533220000001,"Mountain View, MO",-91.70375500000002
39.766098,"Wheat Ridge, CO",-105.0772063
36.3274502,"Hanford, CA",-119.6456844
41.67087710000001,"Rolling Prairie, IN",-86.6158538
47.6739881,"Redmond, WA",-122.121512
33.932055600000005,"Bethlehem, GA",-83.71378270000002
36.1725568,"Gordonsville, TN",-85.92970919999998
40.51697670000001,"Moon, PA",-80.22134770000002
40.2670462,"Reinholds, PA",-76.11546690000002
39.3443429,"Oregon House, CA",-121.2651609
34.2011141,"Reseda, CA",-118.5360517
34.2822134,"Porter Ranch, CA",-118.5506158
39.8942911,"McCordsville, IN",-85.91978379999998
46.0755158,"Lidgerwood, ND",-97.1517554
41.0586002,"Creston, IA",-94.3613474
30.1902067,"Dripping Springs, TX",-98.0866781
41.8897519,"Villa Park, IL",-87.98895429999996
39.7942118,"Palmyra, MO",-91.52321059999998
34.096496,"Hoschton, GA",-83.76128390000002
34.315724100000004,"Delco, NC",-78.2247211
41.0342618,"Osceola, IA",-93.766759
43.2159232,"Mequon, WI",-88.03141740000002
38.5395564,"Bethany Beach, DE",-75.0551806
42.87778820000001,"Palmyra, WI",-88.58621219999998
42.014487,"Stevensville, MI",-86.51946540000002
42.4439614,"Ithaca, NY",-76.5018807
35.5212509,"Goldhill, NC",-80.33811349999998
42.8806437,"Derry, NH",-71.32733459999999
39.6048253,"Hampstead, MD",-76.84997740000001
40.7985699,"West Orange, NJ",-74.23908279999998
42.6780726,"Burlington, WI",-88.27620259999998
33.1319975,"Sweetwater, AZ",-111.8406922
42.99563970000001,"Manchester, NH",-71.4547891
42.6411723,"Holland, NY",-78.5416891
40.3470543,"Redbank, NJ",-74.0643065
32.7177248,"Johns Island, SC",-80.0646682
40.9180005,"Centerville, UT",-111.8721601
48.9458399,"Sarles, ND",-98.995961
29.4238472,"Alvin, TX",-95.2441009
40.0247953,"Marianna, PA",-80.1000562
37.7030646,"Elizabeth, KY",-85.8649408
42.1099885,"Sheffield, MA",-73.35514359999998
38.7612923,"Pollock Pines, CA",-120.5865935
39.8519447,"Voorhees, NJ",-74.961517
44.732189700000006,"Ellsworth, WI",-92.4874124
43.51962880000001,"Hailey, ID",-114.31532450000002
35.4361902,"Whittier, NC",-83.35995229999997
36.3802879,"Corolla, NC",-75.8307777
35.39930800000001,"Mt. Pleasant, NC",-80.4358963
42.3370413,"Newton, MA",-71.20922139999998
34.162526,"Congress, AZ",-112.8507374
39.7211793,"Junction City, OH",-82.2987615
38.8445251,"Point Pleasant, WV",-82.13708890000002
40.6837121,"Wantagh, NY",-73.5101258
27.7903032,"Robstown, TX",-97.6688843
40.80207120000001,"Eureka, CA",-124.1636729
36.359799,"Centerton, AR",-94.2852085
40.6014555,"Tarentum, PA",-79.75977089999998
40.8859325,"Hackensack, NJ",-74.0434736
40.95982120000001,"Miller Place, NY",-72.99621479999998
39.0437567,"Ashburn, VA",-77.4874416
34.3509298,"Phil Campbell, AL",-87.706418
41.63760429999999,"Fairhaven, MA",-70.90364869999998
37.0057816,"Gilroy, CA",-121.5682751
42.65257929999999,"Albany, NY",-73.7562317
40.3909328,"Pennsburg, PA",-75.4921248
30.8365815,"Thomasville, GA",-83.9787808
39.603174,"Tuckerton, NJ",-74.34014499999998
39.68950359999999,"Kettering, OH",-84.16882740000001
28.3922182,"Cape Canaveral, FL",-80.60771319999998
27.4953156,"Holmes Beach, FL",-82.7109329
41.5192189,"Mayfield Heights, OH",-81.45789599999998
42.7261309,"Racine, WI",-87.78285230000002
36.7180568,"Rock Point, AZ",-109.6259429
33.970946399999995,"Sumner, MS",-90.3687028
40.8042238,"Jeromesville, OH",-82.195712
35.37874420000001,"Cherryville, NC",-81.37897389999998
33.0314508,"Florence, AZ",-111.38734309999998
36.9685219,"Bowling Green, KY",-86.48080429999996
30.75823759999999,"Burnet, TX",-98.2283585
38.8672339,"Walker, KS",-99.0759271
34.091945200000005,"Topanga, CA",-118.6021321
40.6687141,"Bayonne, NJ",-74.11430909999999
38.8108408,"Gardner, KS",-94.9271868
35.6528323,"Edmond, OK",-97.47809540000002
31.3465627,"Petal, MS",-89.2600605
37.208316,"Virgin, UT",-113.1882792
33.7857948,"Wilmington, CA",-118.2643567
42.9000773,"Schaghticoke, NY",-73.5853939
35.4689511,"Oklahoma City, OR",-97.5207185
35.4726626,"Ayden, NC",-77.4155203
28.4831682,"Spring hill, FL",-82.5369872
48.18940360000001,"Creston, MT",-114.1373429
41.9123195,"Broad Brook, CT",-72.54508729999998
35.79154000000001,"Cary, ND",-78.78111690000001
35.6117644,"Great Smokey Mountains National Park, TN",-83.4895449
40.1439985,"Willow Grove, PA",-75.1157286
26.3184123,"Deerfield Beach, FL",-80.09976569999998
34.1477829,"Port Hueneme, CA",-119.1951074
29.942783,"Chalmette, LA",-89.9635162
30.3088076,"Bay Saint Louis, MS",-89.33004609999998
38.2545737,"Colonial Beach, VA",-76.963583
37.9883991,"Shepherdsville, KY",-85.71579240000001
30.0688512,"Middleburg, FL",-81.8603778
30.367419800000004,"Gulfport, MS",-89.0928155
39.2903848,"Baltimore City, MD",-76.6121893
33.1237377,"Louisville, MS",-89.05506240000004
39.2202562,"Dickerson, MD",-77.42428389999998
40.0789018,"Trenton, MO",-93.6166074
34.4901665,"North Topsail Beach, NC",-77.43163
39.8842304,"Pickerington, OH",-82.75350490000002
33.358445399999994,"Alvord, TX",-97.6947537
43.4577692,"Beaver Dam, WI",-88.837329
33.2615068,"Krum, TX",-97.2380725
38.6691362,"Shingle Springs, CA",-120.9359987
35.32729279999999,"Shawnee, OK",-96.9253004
28.0394654,"Lakeland, FL",-81.9498042
34.1748208,"Cullman, AL",-86.84361240000001
38.8451131,"Forrestville, MD",-76.8749722
40.1528719,"Elizabethtown, PA",-76.6027455
39.3142682,"Brunswick, MD",-77.6277679
47.48287759999999,"Renton, WA",-122.21706609999998
